CU Number,Status,Type,Type Description,Description 1,Description 2,Creation Date,Modified Date
11PT/315WA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRY ITEMS 315KVA PT HVOW LVABC WP,11PT/315WA,16/12/1998,19/11/2015
11PT/315WAC,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRY ITEMS 315KVA PT HVOW LVABC CP,11PT/315WAC,8/11/2007,26/09/2022
11PT/500,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRY ITEMS 500KVA PT HVOW LVOW WP,11PT/500,8/06/1999,23/01/2023
11PT/500AAL,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRIES FOR 500KVA PT HVABC LVABC WP,11PT/500AAL,8/11/2007,19/11/2015
11PT/500C,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRY ITEMS 500KVA PT HVOW LVOW CP,11PT/500C,5/03/2009,23/01/2023
11PT/500WA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRIES FOR 500KVA PT HVOW LVABC WP,11PT/500WA,1/11/2007,19/11/2015
11PT/500WAC,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRIES FOR 500KVA PT HVOW LVABC CP,11PT/500WAC,8/11/2007,26/09/2022
11PT/63,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRY ITEMS 63KVA 3PH PT HVOW LVOW WP,11PT/63,21/11/1997,23/01/2023
11PT/63WA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRY ITEMS 63KVA 3PH PT HVOW LVABC WP,11PT/63WA,21/11/1997,19/11/2015
11PT100-200,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRY ITEMS UPRATE 100KVA TO 200KVA PT,11PT100-200,22/08/1994,19/11/2015
11PT100-315,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRY ITEMS UPRATE 100KVA TO 315KVA PT,11PT100-315,12/07/1995,19/11/2015
11PT101-253,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRY ITEMS UPRATE 10KVA 1PH -25KVA 3PH,11PT101-253,13/01/1998,19/11/2015
11PT200-300,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRY ITEMS UPRATE 200KVA TO 315KVA PT,11PT200-300,22/08/1994,19/11/2015
11PT200-315,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRY ITEMS UPRATE 200KVA TO 315KVA PT,11PT200-315,12/07/1995,19/11/2015
11PT200-500,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRY ITEMS UPRATE 200KVA TO 500KVA PT,11PT200-500,30/12/1998,19/11/2015
11PT251-633,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRY ITEMS 5KVA 1PH TO 63KVA 3PH PT,11PT251-633,28/05/1999,19/11/2015
11PT253-633,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRY ITEMS UPRATE 25KVA3PH-63KVA3PH PT,11PT253-633,21/11/1997,19/11/2015
11PT315-500,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRY ITEMS UPRATE 315KVA TO 500KVA PT,11PT315-500,8/06/1999,19/11/2015
11PT503-100,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRY ITEMS UPRATE 50KVA TO 100KVA PT,11PT503-100,29/07/1996,19/11/2015
11PT633-100,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRY ITEMS UPRATE 63KVA TO 100KVA PT,11PT633-100,21/11/1997,19/11/2015
11PTBS,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV P.T. BRIDGE SUPPORT CONSTRUCTION,11PTBS,15/02/1989,19/11/2015
11PTBS/1,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV P.T. BRIDGE SUPPORT CONST. (1 PH),11PTBS/1,15/02/1989,19/11/2015
11PTBS2,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV Bridge Support Construction,11PTBS2,2/02/2011,19/11/2015
11PTH/100,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRY ITEMS 100KVA PT WOOD HANGER,11PTH/100,21/11/1997,23/01/2023
11PTH/100WA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRY ITEMS 100KVA PT ABC WOOD HANGER,11PTH/100WA,21/11/1997,30/07/2020
11PTH/200,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRY ITEMS 200KVA PT WOOD HANGER,11PTH/200,14/09/1996,23/01/2023
11PTH/200AAL,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRY ITEMS 200KVA PT ABC LLC WOOD HANG,11PTH/200AAL,12/07/1995,19/11/2015
11PTH/200C,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRY ITEMS 200KVA PT CONC HANGER,11PTH/200C,14/09/1996,23/01/2023
11PTH/200WA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRY ITEMS 200KVA PT ABC WOOD HANGER,11PTH/200WA,12/07/1995,19/11/2015
11PTH/25,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRY ITEMS 25KVA PT WOOD HANGER,11PTH/25,21/11/1997,23/01/2023
11PTH/300,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRY ITEMS 300KVA PT WOOD HANGER,11PTH/300,12/07/1995,23/01/2023
11PTH/300C,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRY ITEMS 300KVA PT CONC HANGER,11PTH/300C,14/09/1996,23/01/2023
11PTH/50,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRY ITEMS 50KVA PT WOOD HANGER,11PTH/50,21/11/1997,23/01/2023
11PTH/500,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRY ITEMS 500KVA PT WOOD HANGER,11PTH/500,14/09/1996,23/01/2023
11PTH/500C,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRY ITEMS 500KVA PT CONC HANGER,11PTH/500C,12/08/1994,23/01/2023
11PTH/50WA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRY ITEMS 50KVA PT ABC WOOD HANGER,11PTH/50WA,21/11/1997,23/01/2023
11PTM/500,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRIES 500KVA PT HVOW LVOW CP EX METRO,11PTM/500,8/11/2007,23/01/2023
11PTUG,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV PT SUPPLIED BY UG CABLE,11PTUG,20/02/2015,19/11/2015
11REC/630,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV RECLOSER(NULEC 630A) SUNDRY MATL,11REC/630,24/06/1994,7/12/2022
11REC/NOJA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,NOJA 400A RECLOSER & SUNDRY MATERIALS,11REC/NOJA,25/02/2009,7/12/2022
11REC/NOJAFF,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,NOJA FF 400A RECLOSER & SUNDRY MATERIALS,11REC/NOJAFF,27/11/2013,2/12/2022
11REG/200/23,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV REG UPGRADE 2 TO 3 TANK DWG 20084,11REG/200/23,23/10/2014,25/08/2022
11REG/2003,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV REG STN 200A 3 PHASE DWG 20084-A3,11REG/2003,22/09/2011,25/08/2022
11REG/200R,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV 200A REGULATOR ACCESORIES (COOPER),11REG/200R,21/01/1997,19/11/2015
11RGT/100,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRY ITEMS 100KVA REGFOR HVOW LVOW,11RGT/100,7/01/2015,19/11/2015
11RGT/100AAL,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRY ITEMS 100KVA REGFOR HVABCLVABC WP,11RGT/100AAL,7/01/2015,19/11/2015
11RGT/100WA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUNDRY ITEMS 100KVA REGFOR HVOW LVABC WP,11RGT/100WA,7/01/2015,19/11/2015
11SA2,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV SHACK.ABS CONST-TWIN X-ARM,11SA2,6/03/1990,19/11/2015
11SA2/F,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV SHACK.ABS CONST-TWIN X-ARMS (FOG),11SA2/F,19/09/1989,19/11/2015
11SA2/N,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV SHACK.ABS CONST-TWIN X-ARMS (NORM),11SA2/N,19/09/1989,19/11/2015
11SA2/S,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV SHACK.ABS CONST-TWIN X-ARMS (SYN),11SA2/S,19/09/1989,19/11/2015
11SC,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV SHACKLE COMP XARM 7KN NO INS,11SC,24/08/2010,9/09/2021
11SC/F,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV SHACKLE COMP XARM 7KN FOG INS,11SC/F,17/12/2010,6/11/2020
11SC/N,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV SHACKLE COMP XARM 7KN NORM INS,11SC/N,17/12/2010,6/11/2020
11SC/S,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV SHACKLE COMP XARM 7KN SYN INS,11SC/S,17/12/2010,6/11/2020
11SC/SCCT,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV SHACKLE COMP XARM 7KN CCT,11SC/SCCT,11/10/2012,25/11/2022
11SC2,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV SHACKLE COMP XARM 13KN NO INS,11SC2,24/08/2010,30/07/2021
11SC2/F,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV SHACKLE COMP XARM 13KN FOG INS,11SC2/F,17/12/2010,19/11/2015
11SC2/N,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV SHACKLE COMP XARM 13KN NORM INS,11SC2/N,17/12/2010,19/11/2015
11SC2/S,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV SHACKLE COMP XARM 13KN SYN INS,11SC2/S,17/12/2010,19/11/2015
11SDO2,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV SPARKLESS DROP OUT CONSTRUCTION 1PH,11SDO2,8/07/2010,9/11/2021
11SDO3,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV SPARKLESS DROP OUT CONSTRUCTION 3PH,11SDO3,8/07/2010,9/11/2021
11SM,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV SHACKLE METROPOLITAN CONSTRUCTION,11SM,26/09/1990,19/11/2015
11SM/F,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV SHACKLE METRO. CONST/FOG INSULATORS,11SM/F,18/09/1989,19/11/2015
11SM/N,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV SHACKLE METRO.CONST/NORMAL INSUL'S,11SM/N,18/09/1989,19/11/2015
11SM/S,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV SHACKLE METRO. CONST/SYNTH. INSULS,11SM/S,18/09/1989,19/11/2015
11SS/1,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV SHACKLE CONST' (1 PH) SYNTHETIC,11SS/1,5/01/1995,19/11/2015
11SUAC,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV SUSPENSION ANGLE CONSTRUCTION,11SUAC,16/11/2015,22/12/2015
11SUAC/F,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV SUSP.ANGLE CONST./ FOG INSULATORS,11SUAC/F,16/11/2015,15/12/2015
11SUAC/N,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV SUSP.ANGLE CONST./NORM INSULATORS,11SUAC/N,16/11/2015,15/12/2015
11SUAC/S,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV SUSP.ANGLE CONST./ SYN INSULATORS,11SUAC/S,16/11/2015,15/12/2015
11SUAHC,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV SUSPENSION ANGLE HEAVY CONSTRUCTION,11SUAHC,16/11/2015,22/12/2015
11SUAHC/F,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV SUSP. ANGLE HEAVY CONST/ FOG INSUL,11SUAHC/F,16/11/2015,15/12/2015
11SUAHC/N,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV SUSP. ANGLE HEAVY CONST/NORM INSUL,11SUAHC/N,16/11/2015,15/12/2015
11SUAHC/S,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV SUSP. ANGLE HEAVY CONST/ SYN INSUL,11SUAHC/S,16/11/2015,15/12/2015
11SUC,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV SUSPENSION CONSTRUCTION Composite,11SUC,16/11/2015,22/12/2015
11SUC/F,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV SUSPENSION CONST./FOG INSULATORS,11SUC/F,16/11/2015,15/12/2015
11SUC/N,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV SUSPENSION CONST./NORMAL INSULATORS,11SUC/N,16/11/2015,15/12/2015
11SUC/S,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV SUSPENSION CONST./SYNTH. INSULATORS,11SUC/S,16/11/2015,15/12/2015
11SUC/ST,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV SUSPENSION CONST./SYNTH. INSULATORS,11SUC/ST,16/11/2015,15/12/2015
11SYN/NOJAFF,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11kV NOJA FF SYNCHROPHASER & SUNDRY ITEM,11SYN/NOJAFF,5/12/2018,10/11/2022
11TC,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TERMINATION COMP XARM 7KN NO INS,11TC,24/08/2010,6/05/2021
11TC/F,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TERMINATION COMP XARM 7KN FOG INS,11TC/F,17/12/2010,6/05/2021
11TC/N,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TERMINATION COMP XARM 7KN NORM INS,11TC/N,17/12/2010,6/05/2021
11TC/S,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TERMINATION COMP XARM 7KN SYN INS,11TC/S,17/12/2010,6/05/2021
11TC/SCCT,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TERMINATION COMP XARM 7KN CCT,11TC/SCCT,11/10/2012,19/11/2015
11TC2,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TERMINATION COMP XARM 13KN NO INS,11TC2,24/08/2010,19/11/2015
11TC2/F,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TERMINATION COMP XARM 13KN FOG INS,11TC2/F,17/12/2010,19/11/2015
11TC2/N,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TERMINATION COMP XARM 13KN NORM INS,11TC2/N,17/12/2010,19/11/2015
11TC2/S,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TERMINATION COMP XARM 13KN SYN INS,11TC2/S,17/12/2010,19/11/2015
11TD,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TRIDENT STRAIGHT LINE CONSTRUCTION,11TD,9/09/1997,9/08/2019
11TD/N,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TRIDENT STRAIGHT LINE CONSTR(NORM),11TD/N,12/02/1997,9/08/2019
11TD/N/CCT,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TRIDENT STRAIGHT LINE CONST CCT,11TD/N/CCT,23/02/2001,9/08/2019
11TD/N1,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TRIDENT CONSTR(NORM) 1PH,11TD/N1,30/09/2003,9/08/2019
11TD/NCCT,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TRIDENT STRAIGHT LINE CONST CCT,11TD/NCCT,16/06/2008,24/10/2019
11TDA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TRIDENT ANGLE CONSTRUCTION,11TDA,9/09/1997,2/03/2023
11TDA/N,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TRIDENT ANGLE CONST (NORMAL INS),11TDA/N,2/11/1994,19/11/2015
11TDA/N/CCT,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TRIDENT ANGLE CONST CCT,11TDA/N/CCT,23/02/2001,24/10/2019
11TDA/NCCT,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TRIDENT ANGLE CONST CCT,11TDA/NCCT,16/06/2008,24/10/2019
11TDAC,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TRIDENT ANGLE CONST (CONC POLE),11TDAC,14/09/1996,19/11/2015
11TDAC/N,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"11KV TRIDENT ANGLE CONST,CONC,NORMAL INS",11TDAC/N,28/03/1990,19/11/2015
11TDANCCTLOK,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TRIDENT ANGLE CONST CCT LOK,11TDANCCTLOK,1/08/2001,19/11/2015
11TDC,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TRIDENT STRAIGHT LINE CONSTR-(CONC),11TDC,14/09/1996,19/11/2015
11TDC/N,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"11KV STRAIGHT LINE CONST - CONC,NORMAL",11TDC/N,28/03/1990,19/11/2015
11TDCA/N,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TRIDENT ANGLE CONST (NORMAL INS) CU,11TDCA/N,1/08/1996,19/11/2015
11TDNCCTLOK,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TRIDENT STRAIGHT LINE CONST CCT LOK,11TDNCCTLOK,23/02/2001,19/11/2015
11TDSC,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TRIDENT SHACKLE CONST (LONG) (CONC),11TDSC,27/08/2003,19/11/2015
11TDSC/F,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TRIDENT SHACKLE CONST FOG (CONC),11TDSC/F,14/09/1996,19/11/2015
11TDSC/N,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TRIDENT CONST NORMAL (CONC),11TDSC/N,14/09/1996,19/11/2015
11TDSC/S,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TRIDENT SHACKLE CONST SYNTH (CONC),11TDSC/S,14/09/1996,19/11/2015
11TM,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TERMINATION METROPOLITAN CONST.,11TM,19/09/1989,19/11/2015
11TM/F,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TERM'N METRO. CONST/FOG INSULATORS,11TM/F,18/09/1989,19/11/2015
11TM/N,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TERM'N. METRO. CONST/NORMAL INSUL.,11TM/N,18/09/1989,30/06/2020
11TM/S,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TERM.METRO.CONST/SYNTH INSULATORS,11TM/S,21/10/1991,19/11/2015
11TN,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TERMINATION CONSTRUCTION (NORMAL),11TN,1/12/1988,19/11/2015
11TP3/S,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV 3PH TRANSPOSITION SHORT ARM,11TP3/S,24/09/1988,19/11/2015
11TSC2,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TRIANG SHKLE COMP XARM 13KN NO INS,11TSC2,17/12/2010,19/11/2015
11TSC2/F,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TRIANG SHKLE COMP XARM 13KN FOG INS,11TSC2/F,17/12/2010,19/11/2015
11TSC2/N,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TRIANG SHKLE COMP XARM 13KN NORM IN,11TSC2/N,17/12/2010,19/11/2015
11TSC2/S,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TRIANG SHKLE COMP XARM 13KN SYN INS,11TSC2/S,17/12/2010,19/11/2015
11TSC2/SLOK,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11kV TRIANGULAR SHACKLE 13KN MWT LOK,11TSC2/SLOK,29/05/2012,19/11/2015
11TTC2,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TRIANG TERM COMP XARM 13KN NO INS,11TTC2,17/12/2010,19/11/2015
11TTC2/F,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TRIANG TERM COMP XARM 13KN FOG INS,11TTC2/F,17/12/2010,19/11/2015
11TTC2/N,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TRIANG TERM COMP  XARM 13KN NORM IN,11TTC2/N,17/12/2010,19/11/2015
11TTC2/S,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV TRIANG TERM COMP XARM 13KN SYN INS,11TTC2/S,17/12/2010,19/11/2015
11VA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV VERTICAL ANGLE CONSTRUCTION,11VA,26/08/1997,19/11/2015
11VA/F,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV VERTICAL ANGLE CONST. / FOG INSUL,11VA/F,19/07/1989,19/11/2015
11VA/N,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV VERTICAL ANGLE CONST./NORMAL INSUL,11VA/N,19/07/1989,19/11/2015
11VA/S,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV VERTICAL ANGLE CONST. / SYNTH INSUL,11VA/S,19/07/1989,19/11/2015
11VDR,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV VERTICAL DELTA RURAL CONSTRUCTION,11VDR,2/12/1997,19/11/2015
11VDR/N,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV VERTICAL DELTA RURAL NORMAL INS,11VDR/N,11/03/1998,19/11/2015
11VDU,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV VERTICAL DELTA URBAN CONSTRUCTION,11VDU,2/12/1997,19/11/2015
11VDU/N,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV VERTICAL DELTA URBAN NORMAL INS,11VDU/N,2/12/1997,19/11/2015
11VDUCCTLOK,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV VERT DELTA CONST CCT LIGHTN OV KIT,11VDUCCTLOK,26/02/2001,1/03/2021
11VDUNCCTLOK,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV VERT DELTA CONST CCT LIGHTN OV KIT,11VDUNCCTLOK,23/02/2001,1/03/2021
11VOR,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV VERTICAL OFFSET RURAL CONSTRUCTION,11VOR,2/12/1997,19/11/2015
11VOR/N,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV VERTICAL OFFSET RURAL NORMAL INS,11VOR/N,2/12/1997,19/11/2015
11VORNCCTLOK,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV VERT OFFSET CONST CCT LIGHTN OV KIT,11VORNCCTLOK,8/04/2009,19/11/2015
11VOU,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV VERTICAL OFFSET URBAN CONSTRUCTION,11VOU,2/12/1997,19/11/2015
11VOU/N,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV VERTICAL OFFSET URBAN NORMAL INS,11VOU/N,2/12/1997,19/11/2015
11VOU/NCCT,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV VOU NORMAL CCT,11VOU/NCCT,29/05/2008,19/11/2015
11VOUNCCTLOK,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV VERT OFFSET CONST CCT LIGHTN OV KIT,11VOUNCCTLOK,2/08/2001,19/11/2015
11VS,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV VERTICAL SHACKLE CONSTRUCTION,11VS,26/08/1997,19/11/2015
11VS/F,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV VERTICAL SHACK. CONST./ FOG INSUL.,11VS/F,19/07/1989,19/11/2015
11VS/N,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV VERTICAL SHACK. CONST./NORM. INSUL.,11VS/N,19/07/1989,19/11/2015
11VS/S,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV VERTICAL SHACK. CONST./SYNTH INSUL.,11VS/S,19/07/1989,19/11/2015
11VT,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV VERTICAL TERMINATION CONSTRUCTION,11VT,26/08/1997,19/11/2015
11VT/F,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV VERTICAL TERM. CONST. / FOG INSUL.,11VT/F,11/07/1989,19/11/2015
11VT/N,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV VERTICAL TERM. CONST. / NORM INSUL,11VT/N,11/07/1989,19/11/2015
11VT/S,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV VERTICAL TERM. CONST. / SYNTH INSUL,11VT/S,11/07/1989,19/11/2015
11VXS,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV VERTICAL CROSSCHECK CONSTRUCTION,11VXS,26/08/1997,19/11/2015
11VXS/F,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11KV VERT. CROSSCHECK CONST./ FOG INSUL.,11VXS/F,11/07/1989,19/11/2015
